avg_rating,rating_1,rating_2,rating_3,rating_4,rating_5,sentence
-2.2,-3.0,-3.0,-2.0,-2.0,-1.0,For all I know he might think you guys are just friends .
-1.6,-3.0,-3.0,-2.0,0.0,0.0,because it 's too hard to deal with .
-2.4,-3.0,-3.0,-3.0,-2.0,-1.0,( that 's all i remeber )
-0.8,-3.0,-2.0,-2.0,0.0,3.0,Throwing Daggers : Level these up quickly and stick with them throughout the game .
-1.0,-3.0,-2.0,-1.0,-1.0,2.0,unfortunatly it can be givento an unborn child through the mother
-1.6,-3.0,-2.0,-1.0,-1.0,-1.0,"just go to gamefaqs.com , they have tons of cheats and walkthroughs"
1.6,1.0,1.0,1.0,2.0,3.0,Discontinue use and see if the problem clears up .
-1.2,-3.0,-2.0,-2.0,0.0,1.0,"Generaly your not suppose to , but it is accepted in places ."
-2.4,-3.0,-3.0,-3.0,-2.0,-1.0,Sounds tooooo much like `` Graceland '' ... you know ... Elvis ' home !
-1.6,-3.0,-2.0,-2.0,-2.0,1.0,If you have half a brain it 's pretty easy .
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,Buy her a T - shirt that says `` I ' m the BIG sister ! ''
-1.0,-3.0,-2.0,-1.0,0.0,1.0,"And do n't worry , they will get used to the spoon ."
-2.0,-3.0,-3.0,-2.0,-2.0,0.0,Find it at walmart
-1.8,-3.0,-2.0,-2.0,-2.0,0.0,can YOU see without rose - colored glasses ?
-0.8,-2.0,-1.0,-1.0,-1.0,1.0,"No , just delusional ."
0.0,-2.0,0.0,0.0,1.0,1.0,Not to mention have a more difficult time stopping .
-0.6,-2.0,-2.0,-1.0,1.0,1.0,"It 's morning sickness , or just not wanting to eat ."
1.4,-1.0,1.0,1.0,3.0,3.0,The condition of not being normal .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,remember : CONSULT YOUR DOCTOR FIRST ! ! ! ! ! ! ! ! !
-2.2,-3.0,-2.0,-2.0,-2.0,-2.0,See a scary movie and say `` mind if I lean on you ? ''
-0.8,-3.0,-3.0,0.0,1.0,1.0,All you do is plug it into a USB port and follow the instructions .
-1.4,-3.0,-2.0,-1.0,-1.0,0.0,you have a computer and you have the internet .
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,Redhead got it ... ! !
-0.4,-1.0,-1.0,0.0,0.0,0.0,I just bought an Ashley micro suede living room suite .
-0.8,-3.0,-2.0,-1.0,0.0,2.0,Why not give them another shot at the Buckeyes ?
-1.8,-3.0,-3.0,-1.0,-1.0,-1.0,If it costs her the 9 yrs .
1.2,-1.0,0.0,2.0,2.0,3.0,i had my first one about 2 weeks ago .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,DEFINITELY in heat !
1.2,0.0,0.0,1.0,2.0,3.0,Clinton opened free trade with China .
1.8,1.0,1.0,2.0,2.0,3.0,That is correct .
-0.2,-2.0,-1.0,0.0,1.0,1.0,You have a couple restraining orders against you .
0.8,0.0,0.0,1.0,1.0,2.0,The average class size is 23 students .
-1.8,-3.0,-2.0,-2.0,-1.0,-1.0,however the V.W cammper van IS THE ULTIMATE road trip vehical .
0.6,0.0,0.0,1.0,1.0,1.0,It is a wonderful idea to start a routine early .
1.6,0.0,1.0,2.0,2.0,3.0,The effective date is the beginning of the 1996 fall semester .
-1.4,-3.0,-3.0,-2.0,-1.0,2.0,There are 10 !
-0.2,-3.0,-3.0,1.0,2.0,2.0,We ' ve only kept records for a short time in weather .
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,Indians ... got ta stay loyal
-2.2,-3.0,-3.0,-3.0,-2.0,0.0,"Connor : Yeah , Roc , you sound real remorseful there ."
-2.4,-3.0,-3.0,-2.0,-2.0,-2.0,"Around The Way Girl , LL Cool J 65 ."
-2.2,-3.0,-3.0,-3.0,-2.0,0.0,Same as always ... why is yours ?
-1.8,-3.0,-3.0,-2.0,-1.0,0.0,lemon juice is the best
-0.2,-2.0,-2.0,0.0,1.0,2.0,Click the `` Add Filter '' button to put your new filter into effect .
-2.6,-3.0,-3.0,-3.0,-3.0,-1.0,Not this lame question again!Are you some kind of pedophile ?
-1.8,-3.0,-3.0,-3.0,-1.0,1.0,They have rough and dirty animal sex .
-1.0,-3.0,-2.0,-1.0,-1.0,2.0,Cheney is the one with the brain .
0.6,-1.0,0.0,0.0,2.0,2.0,Slice apples into 1/2 inch rings .
-1.2,-3.0,-3.0,-1.0,-1.0,2.0,My love has arrived ! !
-2.6,-3.0,-3.0,-3.0,-3.0,-1.0,GO TO DOCTORS .
-1.2,-3.0,-2.0,-1.0,-1.0,1.0,Does n't it take the fun out of it for you ?
-1.8,-3.0,-3.0,-3.0,-2.0,2.0,BUT WHY TAKE CHANCES .
-1.0,-2.0,-2.0,-2.0,-1.0,2.0,I ' m not sure how much .
-1.0,-3.0,-3.0,-2.0,1.0,2.0,Do n't feel bad about having some confusion .
-1.6,-3.0,-3.0,-2.0,-1.0,1.0,He figured since we had problems before that this did n't matter .
-1.8,-3.0,-3.0,-2.0,-1.0,0.0,Not crazy about her singing but I love her dancing !
-1.6,-3.0,-2.0,-2.0,-1.0,0.0,I made great money in the summer .
-2.6,-3.0,-3.0,-3.0,-3.0,-1.0,Rozzy is totally wrong .
0.4,-1.0,-1.0,1.0,1.0,2.0,I just want someone capable of doing the job better than most .
-0.8,-3.0,-2.0,-1.0,1.0,1.0,Anyone outside the USA ?
1.0,0.0,1.0,1.0,1.0,2.0,He also was born farther south than anyone in history .
0.8,0.0,0.0,1.0,1.0,2.0,Both their wives lost their children while living in the White House .
0.2,-2.0,-1.0,0.0,1.0,3.0,Rub gel on your gums before giving you the shot .
0.6,-1.0,-1.0,1.0,1.0,3.0,"Add flour , milk , and oil ."
-1.0,-2.0,-2.0,-1.0,-1.0,1.0,Maybe they were really big then so they had to .
-1.8,-3.0,-3.0,-2.0,-1.0,0.0,even your phone company might sell them .
-1.0,-2.0,-2.0,-1.0,0.0,0.0,rather than just watching and do nothing .
-0.4,-1.0,-1.0,-1.0,0.0,1.0,"Thanks for the points , though ."
0.4,-2.0,1.0,1.0,1.0,1.0,You can only share songs up to 5 iPods .
0.2,-1.0,0.0,0.0,0.0,2.0,is your cat nervous ?
-0.8,-2.0,-2.0,-2.0,0.0,2.0,You have to sell things DIRT CHEAP to sell them that fast .
-2.0,-3.0,-3.0,-2.0,-2.0,0.0,Rocco : Anybody * you * think is evil ?
-2.4,-3.0,-3.0,-2.0,-2.0,-2.0,We were not attacked until a moron Republican got in office .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,Does the eastern bunny believe in santa claus ?
-0.8,-2.0,-1.0,-1.0,-1.0,1.0,Also check the belt tensioner to make sure it is not froze
-1.0,-3.0,-2.0,-1.0,0.0,1.0,"check your county 's sheriff dept website , they usually have a link for this"
0.0,-2.0,0.0,0.0,1.0,1.0,"If the wall uses more force than you , then you will move ."
0.8,-1.0,0.0,1.0,2.0,2.0,Do not use cleansers or lotions that contain alcohol .
-0.8,-2.0,-2.0,-1.0,0.0,1.0,But he could never be trusted a gain .
0.0,-2.0,-1.0,0.0,1.0,2.0,They did well with that also .
-2.2,-3.0,-3.0,-3.0,-2.0,0.0,I like jeans and i only wear slippers in winter - animal slippers
-0.4,-2.0,-1.0,0.0,0.0,1.0,"Also , taking a multivitamin will definitely help ."
-0.4,-3.0,-1.0,0.0,1.0,1.0,The DCPW has rigged the beams above to fall if they ' re lipped on .
-2.4,-3.0,-3.0,-2.0,-2.0,-2.0,"Course . Invest in real estate , land , have a plan to do be foolish ."
-0.8,-2.0,-1.0,-1.0,0.0,0.0,"This rule has always worked for me , maybe you can use it too ."
0.2,-2.0,-1.0,1.0,1.0,2.0,Or maybe you are mistaking hunger for thirst .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,tripple x an my husband .
-1.0,-2.0,-2.0,-1.0,-1.0,1.0,Lose weight and only go downhill .
0.6,0.0,0.0,1.0,1.0,1.0,Click on the link for details .
-1.6,-3.0,-2.0,-2.0,-1.0,0.0,"By the way , you ' re mixing you ' re metaphors ."
2.0,1.0,2.0,2.0,2.0,3.0,Gift funds or bond programs for down payment and closing cost assistance are allowed .
0.4,-1.0,0.0,1.0,1.0,1.0,Different parts of the world have different needs .
-2.0,-3.0,-3.0,-2.0,-1.0,-1.0,Add chicken ; cook 7 min .
0.6,-1.0,-1.0,1.0,2.0,2.0,A man got out and slammed an ax into Jordin 's face .
2.0,2.0,2.0,2.0,2.0,2.0,My heart goes out to the families who have lost loved ones .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,If your not that age then you definatly need to see gp
0.2,-2.0,-1.0,1.0,1.0,2.0,Have you had any grief counseling ?
-1.2,-3.0,-2.0,-1.0,-1.0,1.0,I agree with Ann O !
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,Least I do .
-2.0,-3.0,-3.0,-3.0,-1.0,0.0,Pleco will attack sleeping gf and suck the scales right off .
2.4,2.0,2.0,2.0,3.0,3.0,Strains of HIV resistant to all available protease inhibitors have appeared .
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,I love All about my mother and Talk to her
0.4,-1.0,-1.0,-1.0,2.0,3.0,Then make sure to treat her once a month with flea drops like Advantage .
-1.6,-3.0,-2.0,-1.0,-1.0,-1.0,"everything they tried , worked out"
-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,you lead it too much on the closer shots ?
-2.4,-3.0,-3.0,-2.0,-2.0,-2.0,They even start wearing matching jackets ! ! ! ! !
-0.6,-3.0,-2.0,-1.0,1.0,2.0,If I had to guess I would think you are not pregnant .
-1.0,-2.0,-2.0,-1.0,0.0,0.0,x ) First close all copies of Internet Explorer .
1.2,-1.0,1.0,2.0,2.0,2.0,Bring the stew just to a simmer .
-1.6,-3.0,-2.0,-1.0,-1.0,-1.0,"Do n't ever give up , ever ."
-1.2,-2.0,-2.0,-1.0,-1.0,0.0,We love it .
1.4,0.0,1.0,1.0,2.0,3.0,"Historically , there has been no US city more resiliant than New Orleans ."
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,tell it to her face.go looking your best .
-2.2,-3.0,-3.0,-2.0,-2.0,-1.0,When in doubt ?
0.4,-1.0,-1.0,1.0,1.0,2.0,These parents should try to protect others as well as their own .
-0.2,-3.0,-1.0,0.0,1.0,2.0,The rest is history .
0.4,-1.0,-1.0,1.0,1.0,2.0,Its in a box on store shelves .
-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,because its two of yall sexes banging together .
-0.6,-2.0,-2.0,0.0,0.0,1.0,Here We Go .
-1.4,-3.0,-2.0,-2.0,0.0,0.0,Give your self time .
2.4,2.0,2.0,2.0,3.0,3.0,This original Talmud passage has been concealed in translation .
-1.6,-2.0,-2.0,-2.0,-2.0,0.0,the mullet is making a comeback
1.8,1.0,1.0,2.0,2.0,3.0,Inertia is the force that keeps an object in Motion .
-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,sounds like you have an evil twin > :0
-2.2,-3.0,-3.0,-3.0,-2.0,0.0,well the nices boys mostly have the big bottles .
-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,Not to that song .
-1.8,-3.0,-3.0,-3.0,0.0,0.0,"Murphy : Hallelujah , Jaffar ."
-0.6,-2.0,-2.0,-1.0,1.0,1.0,Get her to a vet and they will do a skin scraping .
0.8,-1.0,0.0,1.0,1.0,3.0,The sheet cake was only going to be about $ 50 .
-1.4,-2.0,-2.0,-1.0,-1.0,-1.0,"Join a club or two , do some service ."
2.4,2.0,2.0,2.0,3.0,3.0,We can reduce those feelings by perceiving the events in a different way .
-0.4,-3.0,-1.0,0.0,1.0,1.0,Educated out is another way of looking at it .
-0.8,-3.0,-2.0,-1.0,0.0,2.0,Just google it .
-2.2,-3.0,-3.0,-2.0,-2.0,-1.0,yep get a big gun and sleep with it
-1.6,-3.0,-3.0,-2.0,-1.0,1.0,well me personally like the way luck jeans look on guys !
-2.2,-3.0,-2.0,-2.0,-2.0,-2.0,google images is where I would go to find pictures .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,Aww!Thanks for noticing!I got all dressed up just for you !
-1.8,-3.0,-2.0,-2.0,-2.0,0.0,Give them to your mum .
-1.2,-3.0,-2.0,-2.0,0.0,1.0,The kids now do n't learn about Christmas and the true meaning in school .
-2.6,-3.0,-3.0,-3.0,-3.0,-1.0,Aiaght so u r a Ukranian Gangsta .
-1.6,-3.0,-2.0,-2.0,-1.0,0.0,People should be punished to talk like you do !
1.0,-2.0,1.0,1.0,2.0,3.0,The Frontline will work and you should not use anything else with it .
1.2,0.0,1.0,1.0,2.0,2.0,"She refused , feeling that she wanted to finish school before they married ."
0.4,0.0,0.0,0.0,1.0,1.0,Get a full nights sleep and make sure to drink lots of water .
1.0,-1.0,1.0,1.0,2.0,2.0,"Later the cold wave , with chemicals , simplified the process ."
-1.0,-3.0,-2.0,-1.0,-1.0,2.0,Thug ( 10 ) Reach a TrueSkill rank of Thug in any Multiplayer mode .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,U should try the cheat - code site there will u find lots of cheat .
1.2,0.0,1.0,1.0,1.0,3.0,"Be mindfull of your words , for they will become your actions ."
-1.2,-3.0,-3.0,-1.0,-1.0,2.0,Find out her shoes size and buy her some super cute Steven Madden Shoes .
0.6,-2.0,0.0,1.0,2.0,2.0,The origins of astrology are the same as the origins of religion .
-1.8,-3.0,-3.0,-2.0,-1.0,0.0,Try to put yourself in that puppies place ... Try to understand him .
-1.4,-3.0,-3.0,-2.0,0.0,1.0,Stop hiding behind `` I am a black person . ''
-0.8,-2.0,-2.0,-1.0,0.0,1.0,People are just drawn right in .
1.2,0.0,1.0,1.0,2.0,2.0,Rebellion and defiance are pointless .
-1.4,-3.0,-2.0,-1.0,-1.0,0.0,3 weeks maybe .
-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,What ever floats your boat buddy could work for the old pplz MnMzz
-0.8,-3.0,-1.0,-1.0,0.0,1.0,"Sorry , I ' m confused ."
-0.6,-2.0,-1.0,-1.0,0.0,1.0,go get a professional cleaning at your dentist every so often
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,Come on ... who has n't ?
1.6,0.0,0.0,2.0,3.0,3.0,[ edit ] Career Song began acting and modeling at age 6 .
-2.4,-3.0,-3.0,-2.0,-2.0,-2.0,"Right now I agree with you , yuck ."
0.6,0.0,0.0,1.0,1.0,1.0,This link has a map with distances .
-1.8,-3.0,-3.0,-3.0,-2.0,2.0,We love our Floppy !
-2.2,-3.0,-3.0,-2.0,-2.0,-1.0,"Sorry , dude ."
0.0,-2.0,-1.0,0.0,1.0,2.0,How about someone like Wonderbra so there 's the underwear connection with the factory ?
-0.6,-2.0,-1.0,-1.0,0.0,1.0,It 's about 15.00 for a squirt behind the neck .
-1.6,-3.0,-3.0,-2.0,-1.0,1.0,If it does i would defenitly think it 's a nerve . Good luck .
-0.4,-2.0,-1.0,0.0,0.0,1.0,some machines list the partires by the candidate 's name .
0.6,-2.0,-1.0,1.0,2.0,3.0,Our energy would simply prevail .
-1.2,-3.0,-1.0,-1.0,-1.0,0.0,Do what 's right for her .
-1.6,-2.0,-2.0,-2.0,-1.0,-1.0,But they were just cartoons .
-1.8,-3.0,-3.0,-2.0,-2.0,1.0,I do n't really think its going to work .
-1.8,-3.0,-3.0,-2.0,-2.0,1.0,"YOu are too young to be here , Missy"
-1.0,-3.0,-3.0,-1.0,1.0,1.0,"Yes , specially if he was exposed to it ."
-1.6,-2.0,-2.0,-2.0,-2.0,0.0,he ' ll win Roland Garros once more - undoubtedly
1.2,-2.0,1.0,2.0,2.0,3.0,"CFM is cubic feet per minute , that is a volume of air ."
1.0,0.0,1.0,1.0,1.0,2.0,"I close on a hopeful note , by repeating what I said above ."
-0.2,-2.0,-2.0,-2.0,2.0,3.0,But take care and be conscious .
0.6,-2.0,0.0,1.0,2.0,2.0,They hunted and fished .
-1.0,-2.0,-1.0,-1.0,-1.0,0.0,SEEDS are very important .
1.0,0.0,0.0,1.0,1.0,3.0,Not all African people are Black .
-2.4,-3.0,-3.0,-3.0,-3.0,0.0,There are hotter wrestlers though .
0.6,-2.0,1.0,1.0,1.0,2.0,They should have the opportunity of sharing the same firing squad .
-1.8,-3.0,-2.0,-2.0,-1.0,-1.0,perhaps purchase an existing BBQ spot that is n't doing so well ?
-0.8,-2.0,-2.0,-2.0,1.0,1.0,Definitely Rush - both physically and mentally .
-1.8,-3.0,-2.0,-2.0,-1.0,-1.0,that 's why you asked this question
-1.2,-3.0,-2.0,-1.0,0.0,0.0,Angels like some cover .
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,"Christmas Eve , we always have ( even as a child ! )"
-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,"Accident , sum1 stepped on my head ."
0.4,-1.0,-1.0,0.0,1.0,3.0,Do you mean consensual ?
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,"Or else , do n't come here ! ! !"
-1.6,-3.0,-3.0,-1.0,-1.0,0.0,At least they caught the S.O.B.s
-1.6,-3.0,-2.0,-2.0,-1.0,0.0,they put 5 banners on all of your pages .
-2.0,-3.0,-3.0,-2.0,-1.0,-1.0,Ok heres one .
-2.4,-3.0,-3.0,-2.0,-2.0,-2.0,No i disagree how bout Sasan and Buffon ? ?
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,you wo n't get deleted !
0.6,-2.0,0.0,0.0,2.0,3.0,Storage -- retaining information over time .
-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,some people are just sick in the head .
-0.4,-2.0,-1.0,-1.0,1.0,1.0,I ' d be so angry at them if I were you .
-0.4,-2.0,-2.0,-1.0,1.0,2.0,I wouldnt worry about it unless it stays there for more than 2 days .
0.4,-3.0,1.0,1.0,1.0,2.0,Is it about marriage or going to a wedding ?
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,"bacteria is faster than both , m 'm pretty sure"
0.0,-1.0,0.0,0.0,0.0,1.0,We have it in Scientology now .
-1.8,-3.0,-2.0,-2.0,-1.0,-1.0,oh yeah i fully agree with you .
-0.4,-2.0,-1.0,0.0,0.0,1.0,If you have n't set password to login than it wo n't work .
-1.8,-3.0,-3.0,-3.0,0.0,0.0,"95 , 98 ?"
0.0,-1.0,-1.0,-1.0,1.0,2.0,"Almost 5 years later , the euro is worth about $ 1.25 or so ."
1.4,0.0,1.0,1.0,2.0,3.0,It also has a very good alumni network .
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,3 ) You ' re complaining about your stupid mistake
-2.0,-3.0,-3.0,-3.0,-2.0,1.0,"At half past one , she was licking his cum ... ... ..."
-2.2,-3.0,-3.0,-3.0,-3.0,1.0,Irish I want to go ! ! ! !
-0.2,-3.0,-1.0,1.0,1.0,1.0,God admits the rabbi won the debate .
0.8,-1.0,0.0,1.0,2.0,2.0,Then get up to the top of the theater roof without touching the ground .
-2.0,-3.0,-3.0,-2.0,-2.0,0.0,it helps a little ! !
-0.6,-2.0,-2.0,-1.0,1.0,1.0,You just need to look for these ports .
-0.4,-2.0,-2.0,-1.0,1.0,2.0,The Lord gives us some wise counsel about sleep .
-1.4,-3.0,-2.0,-2.0,-1.0,1.0,"finally for your essay , GRAMMAR AND SPELLING ."
1.0,-2.0,0.0,1.0,3.0,3.0,Cameron tells the team that she suspects Deran is abusing Lucy .
-0.6,-2.0,-2.0,-1.0,1.0,1.0,"Play with an illegal , get burned ."
1.0,-1.0,0.0,1.0,2.0,3.0,They act against God 's Plans .
-1.0,-2.0,-2.0,-2.0,0.0,1.0,"4:1 tonic to gin , with a lime ."
0.6,-2.0,0.0,0.0,2.0,3.0,"Then wait about 5min , and rinse under cold water ."
-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,"Nope , mine are even different styles !"
-0.2,-3.0,-1.0,-1.0,2.0,2.0,Your argument falls like a house of cards .
0.0,-1.0,-1.0,0.0,0.0,2.0,If he loves you he will try to find a way .
-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,"If they ' re right , have a good spirit and love you , yes ."
-1.0,-3.0,-3.0,-1.0,1.0,1.0,These fish wo n't move far for a meal .
1.4,-2.0,2.0,2.0,2.0,3.0,I usually add the favicon in two formats to accommodate all the different browsers .
-0.2,-2.0,-1.0,-1.0,1.0,2.0,"I love my grandson , who is half Mexican ."
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,its not gon na come off your new/old jeans .
-1.8,-2.0,-2.0,-2.0,-2.0,-1.0,Quirks and all .
-1.2,-2.0,-1.0,-1.0,-1.0,-1.0,But you ' re still the most beautiful girl I know .
-2.2,-3.0,-3.0,-3.0,-1.0,-1.0,"Yeah , it has happened ."
0.6,-2.0,0.0,0.0,2.0,3.0,Some of the most common are : A male tuxedo cat .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,he likes you again ... no it wasnt fake .
-1.6,-3.0,-2.0,-2.0,-2.0,1.0,I guess your graphic card does ` nt support directx 9.0 c
-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,along with free domain name too !
-1.8,-3.0,-2.0,-2.0,-2.0,0.0,"# 182,000 Americans die from Chuck Norris - related accidents every year ."
1.6,1.0,1.0,1.0,2.0,3.0,The city is adorned with lights .
-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,your mail will do either girl here ! !
-0.6,-3.0,-1.0,-1.0,0.0,2.0,Thats usually what they look for .
-1.0,-3.0,-2.0,-1.0,0.0,1.0,Chocolate because chocolate is my favorite flavor .
0.0,-2.0,-1.0,0.0,1.0,2.0,Everything is made by God or divinely inspired even the thorn .
0.6,-1.0,-1.0,1.0,1.0,3.0,Go with a more reputable brand .
-2.2,-3.0,-2.0,-2.0,-2.0,-2.0,I have 40 shirts 30 pants 20 skirts umm 1 .
-0.8,-2.0,-2.0,-1.0,0.0,1.0,Of course it is .
-1.8,-3.0,-2.0,-2.0,-2.0,0.0,In other words : her real side .
-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,Where R U from .
-0.6,-3.0,-1.0,-1.0,1.0,1.0,Antidepressants are really tricky .
-0.8,-2.0,-2.0,-1.0,0.0,1.0,I feel your frustration .
-0.8,-2.0,-2.0,-1.0,-1.0,2.0,Are those gangs also ?
-1.6,-3.0,-3.0,-2.0,-2.0,2.0,Nope ... I went for something good ... Vox AC30 amp and Marshall pa
-2.4,-3.0,-3.0,-2.0,-2.0,-2.0,"Price is eh , check ebay , check pawn shops , check want ads ."
-1.2,-3.0,-1.0,-1.0,-1.0,0.0,I would be walking on egg shells from one day to the next one .
-0.4,-2.0,-2.0,-2.0,1.0,3.0,I swear by imitation crab meat for crab salads .
-0.8,-2.0,-2.0,-2.0,0.0,2.0,"it relieves ivy , oak , sumac , and POISON IVY ."
-1.8,-3.0,-3.0,-3.0,-2.0,2.0,[ in ladies ' room ] Gail : I read it in Cosmopolitan .
-0.2,-2.0,-1.0,0.0,0.0,2.0,Becoming self empowered .
-1.0,-3.0,-3.0,-2.0,1.0,2.0,"But , yeah it sounds very cute !"
0.6,-2.0,0.0,1.0,2.0,2.0,I have never seen an infestation so bad that the larvae are visible .
-1.6,-3.0,-3.0,-2.0,-1.0,1.0,Get the kettle on i will be there in 15 min 's .
-0.6,-2.0,-1.0,-1.0,0.0,1.0,That way the hormones are for sure going to be in your urine .
1.8,1.0,2.0,2.0,2.0,2.0,It is hard to answer this question accurately without knowing where you live .
0.2,-3.0,-1.0,1.0,1.0,3.0,Momentum or kinetic energy .
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,Yeah i use axe while m 'm in a pinch .
-2.6,-3.0,-3.0,-3.0,-2.0,-2.0,it does n't deserve you anyways . ''
-2.2,-3.0,-3.0,-2.0,-2.0,-1.0,Mom used to swear by it .
-2.4,-3.0,-3.0,-3.0,-2.0,-1.0,C programmer quit .
0.8,-1.0,0.0,1.0,2.0,2.0,Varies from individual to individual .
-1.4,-3.0,-2.0,-1.0,-1.0,0.0,Vasaline on the roller
-1.0,-3.0,-2.0,-1.0,0.0,1.0,come to america without proper clearance
0.8,-3.0,0.0,2.0,2.0,3.0,When in powder form technetium will burn in oxygen .
1.6,0.0,1.0,2.0,2.0,3.0,It rotates when the page is loading and stops when it is done .
-0.2,-1.0,-1.0,0.0,0.0,1.0,Depends on your lease agreement .
-0.8,-2.0,-1.0,-1.0,-1.0,1.0,my son was the exact same way .
0.4,-1.0,-1.0,1.0,1.0,2.0,Perhaps only one of you in the neighborhood had the might to do so .
-2.4,-3.0,-3.0,-3.0,-2.0,-1.0,do n't pull it out .
0.4,-3.0,-1.0,2.0,2.0,2.0,Perhaps you could think about working from home or being your own boss .
-0.4,-3.0,-3.0,0.0,1.0,3.0,Its sad because it could result horribly .
-2.6,-3.0,-3.0,-3.0,-3.0,-1.0,";-) They may be in love with one another , ever consider that ?"
0.0,-1.0,-1.0,0.0,1.0,1.0,"For a few seconds , this place was Armageddon !"
-1.2,-2.0,-2.0,-2.0,-1.0,1.0,"Polos , simple skirts , shells/tanks with a blazer , that sort of think ."
0.0,-2.0,0.0,0.0,1.0,1.0,I ' m ready to get busy too .
1.2,0.0,1.0,1.0,1.0,3.0,All searches are exact .
-1.2,-3.0,-2.0,-1.0,-1.0,1.0,I have a dark blonde/strawberry blonde/light brown natural hair color .
-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,I think you deserve the cane !
-1.8,-3.0,-2.0,-2.0,-1.0,-1.0,do you mean stomach gas or gasoline ?
1.0,-2.0,1.0,1.0,2.0,3.0,The U.S. Embassy workweek is Saturday through Wednesday .
-1.4,-3.0,-3.0,-2.0,-1.0,2.0,"No , seriously the answer is E"
-1.8,-3.0,-2.0,-2.0,-2.0,0.0,puppies usually get it bc it is so highly contagious .
-0.4,-3.0,-2.0,1.0,1.0,1.0,Nick B : I think you are really onto something here !
-2.2,-3.0,-2.0,-2.0,-2.0,-2.0,They are boh easy to use .
-2.8,-3.0,-3.0,-3.0,-3.0,-2.0,What a load of crap .
-1.2,-3.0,-2.0,-2.0,-1.0,2.0,my baby is due in may but i can speak of my neices/nephews etc . .
-1.0,-2.0,-2.0,-1.0,0.0,0.0,a large coolwhip dish should do the same
-1.4,-3.0,-3.0,-1.0,0.0,0.0,She should go back to jail .
-1.8,-2.0,-2.0,-2.0,-2.0,-1.0,So you can just do it for one second and still have it counted .
-0.8,-1.0,-1.0,-1.0,-1.0,0.0,This might help .
-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,You guys wan na buy some heroin ?
-0.4,-1.0,-1.0,-1.0,0.0,1.0,If you are as good as Leonard Cohen ... you should be quite wealthy .
2.2,1.0,2.0,2.0,3.0,3.0,"She claims she has no drug use , so toxins might be another explanation ."
-0.6,-3.0,-2.0,-1.0,1.0,2.0,Fill us in and maybe someone can help .
-2.4,-3.0,-3.0,-3.0,-2.0,-1.0,o yes - we are gearing up for it now
1.2,-1.0,1.0,1.0,2.0,3.0,"Yes , that is correct ."
-0.4,-3.0,-2.0,-1.0,1.0,3.0,Chicken bones wo n't go down the drain .
-0.8,-2.0,-2.0,-1.0,0.0,1.0,Here are best hair styles with photos .
-1.0,-2.0,-2.0,-1.0,0.0,0.0,"Good luck , I know it is n't easy ."
-1.0,-3.0,-1.0,-1.0,0.0,0.0,Explain you can do a much better job if you ' re not upset .
-0.4,-2.0,-2.0,0.0,1.0,1.0,Halfpass or side pass him into the circle and the back out again .
-1.0,-3.0,-1.0,-1.0,-1.0,1.0,Then you can see later on if it is babyfat or breasts .
-1.0,-3.0,-2.0,-1.0,0.0,1.0,You ' re starting out right .
-1.2,-3.0,-3.0,-2.0,1.0,1.0,I know everyone !
0.0,-2.0,0.0,0.0,1.0,1.0,It could cause a rash under the collar .
-0.2,-3.0,-1.0,1.0,1.0,1.0,I have never seen a Major of `` liberal arts and sciences . ''
